Dc(%) Dc(distance) dPTime matrixTime localdensityTime relativedistanceTime ccidentificationTime clusterassignTime
91.7 0.79035 0.00095182 0.121876 0.017344 0.0242449 0.000898492 5.3719e-05
91.8 0.792938 0.00095182 0.121876 0.0172457 0.0241072 0.0008549 5.3755e-05
91.9 0.795702 0.00095182 0.121876 0.0171878 0.0238721 0.00089335 5.4082e-05
92 0.79843 0.00095182 0.121876 0.0171805 0.0239295 0.000868612 5.3741e-05
92.1 0.801176 0.00095182 0.121876 0.0172147 0.02409 0.000850307 5.4001e-05
92.2 0.803871 0.00095182 0.121876 0.0171706 0.0238992 0.000872551 5.393e-05
92.3 0.806439 0.00095182 0.121876 0.0171477 0.0239857 0.000869862 5.3979e-05
92.4 0.809035 0.00095182 0.121876 0.0171086 0.0240278 0.000901051 5.3923e-05
92.5 0.811669 0.00095182 0.121876 0.0171427 0.0240868 0.000876129 5.424e-05
92.6 0.814256 0.00095182 0.121876 0.0171709 0.0244949 0.000881619 5.4351e-05
92.7 0.816758 0.00095182 0.121876 0.0171136 0.024221 0.000903897 5.3849e-05
92.8 0.819127 0.00095182 0.121876 0.017089 0.0241757 0.000874084 5.4139e-05
92.9 0.821588 0.00095182 0.121876 0.0170691 0.0241356 0.000875396 5.4163e-05
93 0.823952 0.00095182 0.121876 0.0170044 0.0239361 0.000887464 6.9478e-05
93.1 0.826201 0.00095182 0.121876 0.017057 0.0244028 0.000860981 5.3746e-05
93.2 0.828557 0.00095182 0.121876 0.0169881 0.0243045 0.000934021 5.4158e-05
93.3 0.830885 0.00095182 0.121876 0.016958 0.0242771 0.000889317 5.498e-05
93.4 0.833003 0.00095182 0.121876 0.0169679 0.0241186 0.000859156 5.3865e-05
93.5 0.835159 0.00095182 0.121876 0.016939 0.0240695 0.000870224 5.3646e-05
93.6 0.837295 0.00095182 0.121876 0.0169633 0.0241019 0.000905534 5.4277e-05
93.7 0.839436 0.00095182 0.121876 0.0169358 0.0241064 0.000866452 5.4207e-05
93.8 0.841398 0.00095182 0.121876 0.0169322 0.0243541 0.00085161 5.4147e-05
93.9 0.843383 0.00095182 0.121876 0.017194 0.0252539 0.00086379 5.4171e-05
94 0.845293 0.00095182 0.121876 0.0168814 0.0243998 0.00086284 5.3999e-05
94.1 0.847149 0.00095182 0.121876 0.0168687 0.0244691 0.000875158 5.4361e-05
94.2 0.849051 0.00095182 0.121876 0.0168629 0.0242626 0.000843396 5.4434e-05
94.3 0.850969 0.00095182 0.121876 0.0168334 0.0244188 0.000865516 5.3987e-05
94.4 0.852847 0.00095182 0.121876 0.0169085 0.0246811 0.000869005 5.4385e-05
94.5 0.854718 0.00095182 0.121876 0.0167999 0.0242608 0.000865294 5.4135e-05
94.6 0.8565 0.00095182 0.121876 0.0167851 0.024184 0.000887813 5.414e-05
94.7 0.858209 0.00095182 0.121876 0.0167889 0.0244578 0.000879358 5.3944e-05
94.8 0.859959 0.00095182 0.121876 0.0168138 0.0244192 0.000877022 5.4263e-05
94.9 0.86175 0.00095182 0.121876 0.0167727 0.024125 0.000880396 5.4332e-05
95 0.863409 0.00095182 0.121876 0.0167822 0.0244368 0.000881996 6.7013e-05
95.1 0.865082 0.00095182 0.121876 0.0167345 0.0243633 0.000881131 5.4582e-05
95.2 0.866795 0.00095182 0.121876 0.0167679 0.0243915 0.000846996 5.4009e-05
95.3 0.868323 0.00095182 0.121876 0.016681 0.0243158 0.000859514 5.3829e-05
95.4 0.869966 0.00095182 0.121876 0.0167202 0.0245001 0.000846857 5.3888e-05
95.5 0.871563 0.00095182 0.121876 0.0166866 0.024342 0.000874143 5.3742e-05
95.6 0.873147 0.00095182 0.121876 0.0166733 0.0241442 0.000849462 5.4096e-05
95.7 0.874767 0.00095182 0.121876 0.0166588 0.024317 0.000835755 5.4143e-05
95.8 0.876393 0.00095182 0.121876 0.0166787 0.0243729 0.000851506 5.3953e-05
95.9 0.877937 0.00095182 0.121876 0.0166169 0.0242404 0.00084433 5.3724e-05
96 0.879397 0.00095182 0.121876 0.016597 0.0244711 0.000858503 5.3979e-05
96.1 0.880936 0.00095182 0.121876 0.0165669 0.0246678 0.000991235 5.4627e-05
96.2 0.882407 0.00095182 0.121876 0.0169844 0.0252979 0.00085075 5.3578e-05
96.3 0.883927 0.00095182 0.121876 0.0165668 0.0244188 0.000868912 5.4473e-05
96.4 0.88549 0.00095182 0.121876 0.0165657 0.024464 0.000857542 5.4258e-05
96.5 0.886905 0.00095182 0.121876 0.0165357 0.0241738 0.000861879 5.4307e-05
96.6 0.888463 0.00095182 0.121876 0.0165413 0.0245613 0.000847762 5.4278e-05
96.7 0.890019 0.00095182 0.121876 0.016498 0.0243784 0.000871304 5.4007e-05
96.8 0.891552 0.00095182 0.121876 0.0164583 0.0243229 0.000863559 5.3884e-05
96.9 0.892976 0.00095182 0.121876 0.0164579 0.0243365 0.000854546 5.4102e-05
97 0.894429 0.00095182 0.121876 0.0164299 0.0243695 0.000876808 5.407e-05
97.1 0.89595 0.00095182 0.121876 0.0164238 0.0245888 0.000874299 5.4132e-05
97.2 0.897494 0.00095182 0.121876 0.0163963 0.0244629 0.000882945 5.4034e-05
97.3 0.898937 0.00095182 0.121876 0.0164121 0.0243939 0.000843469 5.4318e-05
97.4 0.900437 0.00095182 0.121876 0.0164197 0.0243046 0.000847445 5.3906e-05
97.5 0.901995 0.00095182 0.121876 0.0163797 0.0242618 0.000842686 5.3984e-05
97.6 0.903587 0.00095182 0.121876 0.0163542 0.024182 0.00085837 5.431e-05
97.7 0.905151 0.00095182 0.121876 0.0163295 0.0241993 0.000889437 5.4287e-05
97.8 0.906731 0.00095182 0.121876 0.0163156 0.0242711 0.000856965 5.4172e-05
97.9 0.908312 0.00095182 0.121876 0.0163147 0.024015 0.000839948 5.3756e-05
98 0.909869 0.00095182 0.121876 0.0163045 0.0241461 0.00087891 5.3928e-05
98.1 0.911502 0.00095182 0.121876 0.0162827 0.0243852 0.000871296 5.4487e-05
98.2 0.913215 0.00095182 0.121876 0.0162516 0.024266 0.000878785 5.4776e-05
98.3 0.914998 0.00095182 0.121876 0.0163409 0.0242498 0.000854847 5.3771e-05
98.4 0.916868 0.00095182 0.121876 0.0162227 0.025388 0.000879885 5.7719e-05
98.5 0.918503 0.00095182 0.121876 0.0166262 0.0252143 0.000927332 5.3908e-05
98.6 0.920427 0.00095182 0.121876 0.0162174 0.0239905 0.000882473 5.4318e-05
98.7 0.922282 0.00095182 0.121876 0.0162445 0.0239368 0.000867112 5.3638e-05
98.8 0.924346 0.00095182 0.121876 0.0161792 0.0237866 0.00088032 5.3209e-05
98.9 0.926432 0.00095182 0.121876 0.0161731 0.0240193 0.000899784 5.3817e-05
99 0.928708 0.00095182 0.121876 0.0162009 0.0239668 0.000855294 5.3509e-05
99.1 0.931126 0.00095182 0.121876 0.016142 0.0236411 0.000881163 5.4492e-05
99.2 0.933676 0.00095182 0.121876 0.0161456 0.0236656 0.00084432 5.378e-05
99.3 0.936582 0.00095182 0.121876 0.0161387 0.0236435 0.000845505 5.4328e-05
99.4 0.939869 0.00095182 0.121876 0.0161615 0.0234487 0.000868792 5.4369e-05
99.5 0.943332 0.00095182 0.121876 0.0161241 0.0235727 0.00087683 5.4622e-05
99.6 0.947511 0.00095182 0.121876 0.0160746 0.0232376 0.000862118 5.4336e-05
99.7 0.952716 0.00095182 0.121876 0.0160988 0.0228527 0.00091869 5.4018e-05
99.8 0.958887 0.00095182 0.121876 0.016087 0.0226817 0.000880236 5.4491e-05
99.9 0.968308 0.00095182 0.121876 0.0160589 0.0219241 0.000890581 5.4336e-05
100 1.00282 0.00095182 0.121876 0.0160146 0.0202598 0.000860437 5.415e-05
